"uid","do_extid","do_aktid","do_titel","do_datum_start","do_datum_ende","do_ausstellungsort","do_umfang","do_band","do_bemerkung","do_edition","do_sperrfrist","do_sperrgrund","do_sperre_ende","do_entnommen","do_verz_protokoll","do_microfilm","do_reg_sgnatur","do_update","do_create","do_systematik1","do_systematik2","do_archivsignatur_alt","do_enthaelt","do_darin","do_aktentitel","do_beschreibung","do_verweis","do_kontext_link","do_transkription_link","do_reservefeld","do_dateiname","do_idart","do_teaserheadline","do_teaserbild","do_teasertext","do_urn"
"2189","690","690","Der Anwalt der Eilschlebischen Erben schreibt dem Rat der Stadt Magdeburg, dass man im Besitz der Dokumente ist, die den Anspruch auf die vormals Heinrich Meyer gehörenden Hauptsumme und die Zinsen beweisen und dem Rat entsprechende Kopien vorlegt, damit nun die Erben zu ihrem Recht kommen, Halberstadt, 29. Oktober 1627.","1627-10-29","1627-10-29","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:39:27","2025-06-18 07:30:56","02.02.03 Kämmerei und Schuldenwesen","Geldangelegenheiten (privat)","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, RHR Decisa 1418-26, unfol.",,,"Eischleben [!] contra Magdeburg; jährlich verschriebene Renten","Abschrift, Tinte auf Papier, beschädigt, unfol.",,,,,"00421276.jpg;00421277.jpg;00421278.jpg;690_00421278.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503130635155.183036747336"
"2190","691","691","Der Anwalt der Eilschlebischen Erben schreibt dem Rat der Stadt Magdeburg, dass man bereit sei, offene Rechnungen, die aus der Vereinbarung mit dem Münzmeister resultieren, zu begleichen, und bittet um die Übersendung beglaubigter Abschriften entsprechender Dokumente, Halle, 22. Juni 1627.","1627-06-22","1627-06-22","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:39:27","2025-06-18 07:30:56","02.02.03 Kämmerei und Schuldenwesen","Geldangelegenheiten (privat)","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, RHR Decisa 1418-26, unfol.",,,"Eischleben [!] contra Magdeburg; jährlich verschriebene Renten","Abschrift, Tinte auf Papier, beschädigt, unfol.",,,,,"00421278.jpg;691_00421278.jpg;00421279.jpg;00421280.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503130635367.580067617321"
"2191","692","692","Protest der Stadt Magdeburg gegen den Augsburger Reichsabschied, April 1531.","1531-04-01","1531-04-30","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:39:27","2025-06-18 07:30:56","02.01.01 Kaiser und Reich","Reformation","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, RK Reichsakten in genere 5-10, fol. 46r-46v.",,,"Werbung des Kurfürsten von Mainz durch den Bischof von Straßburg bei dem Kaiser betreffend den Protest der Stadt Magdeburg (liegt bei) gegen den Augsburger Reichsabschied.","Abschrift, Tinte auf Papier, beschädigt",,,,,"00421005.jpg;00421006.jpg;00421007.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503130636036.103133349428"
"2192","693","693","Bürgermeister, Rat und Innungsmeister der Stadt Magdeburg erläutern dem Kaiser die Gründe ihres Widerstandes, versichern, dass er sich nicht gegen den Kaiser richte, und bitte die Kapitulation in einigen Punkten zu ändern, da sie diese in der jetzigen Form nicht annehmen können, Magdeburg, 20. August 1551.","1551-08-20","1551-08-20","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:39:27","2025-06-18 07:30:56","02.01.01 Kaiser und Reich","Belagerung Magdeburgs","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, Rk Kleinere Reichsstände 341, fol. 59r-60v.",,,"Magdeburg (Stadt und Erzbistum)","Abschrift, Tinte auf Papier",,,,,"00421684.jpg;00421685.jpg;00421686.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503130636209.827380448573"
"2193","694","694","Bürgermeister, Rat und Innungsmeister der Stadt Magdeburg bekunden gegenüber Kurfürst Moritz von Sachsen ihre Bereitschaft, dem Kaiser treue und gehorsame Untertanen zu sein, und bitten ihn, ihren Wunsch nach Milderung einiger Kapitulationsartikel zu unterstützen, Magdeburg, 12. September 1551.","1551-09-12","1551-09-12","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:39:27","2025-06-18 07:30:56","02.01.04 Fürsten","Belagerung Magdeburgs","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, Rk Kleinere Reichsstände 341, fol. 74r-75r.",,,"Magdeburg (Stadt und Erzbistum)","Abschrift, Tinte auf Papier","siehe_Nr._442",,,,"00421687.jpg;00421688.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503130636396.918828689745"
"2194","695","695","Die Gesandten der Stadt Magdeburg berichten dem Kaiser, dass man alle Regeln der Kapitulation befolge und nur der Zahlung von 25.000 Gulden nicht nachkommen könne. Sie bitten, der Stadt den Rest des Geldes zu erlassen und sie wieder in seine Gnade aufzunehmen, Regensburg, 4. Januar 1557.","1557-01-04","1557-01-04","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:39:27","2025-06-18 07:30:56","02.01.01 Kaiser und Reich","Stadtverfassung","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, Rk Kleinere Reichsstände 341, fol. 10r-12v.",,,"Magdeburg (Stadt und Erzbistum)","Abschrift, Tinte auf Papier",,,,,"00421689.jpg;00421690.jpg;00421691.jpg;00421692.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503130636563.718452060574"
"2195","696","696","Kaiser Ferdinand I. spricht Magdeburg von der Reichsacht los, Prag, 12. Juli 1562.","1562-07-12","1562-07-12","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:39:27","2025-06-18 07:30:56","02.01.01 Kaiser und Reich","Stadtverfassung","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, Rk Kleinere Reichsstände 341, fol. 14r-15v.",,,"Magdeburg (Stadt und Erzbistum)","Abschrift, Tinte auf Papier, Kanzleivermerke",,,,,"00421694.jpg;00421695.jpg;00421696.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503130637133.972510527376"
"2196","697","697","Vertrag zwischen der Stadt Magdeburg, Erzbischof Sigismund von Magdeburg und dem Domkapitel zur Beilegung der Streitpunkte aus der Reformationszeit [Wolmirstedter Vertrag], Wolmirstedt, 29. Januar 1558.","1558-01-29","1558-01-29","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:39:27","2025-06-18 07:30:56","02.01.02 Erzbischof/Administrator von Magdeburg","Stadtverfassung","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, Rk Kleinere Reichsstände 341, fol. 54r-60v.",,,"Magdeburg (Stadt und Erzbistum)","Abschrift, Tinte auf Papier, Kanzleivermerke",,,,,"00421697.jpg;00421698.jpg;00421699.jpg;00421700.jpg;00421701.jpg;00421702.jpg;00421703.jpg;00421704.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503130637340.901517775453"
"2197","698","698","Der Rat der Stadt Magdeburg stellt fest, dass das Domkapitel papistische Messen feiert, und fordert die Bürger auf, sich von den entsprechenden Kirchen fernzuhalten, Magdeburg, 7. Mai 1558.","1558-05-07","1558-05-07","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:39:27","2025-06-18 07:30:56","02.01.03 Domkapitel von Magdeburg","Reformation","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, Rk Kleinere Reichsstände 341, fol. 54r-60v.",,,"Magdeburg (Stadt und Erzbistum)","Abschrift, Tinte auf Papier, Kanzleivermerke",,,,,"00421705.jpg;00421706.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503130637523.448709265879"
"2198","699","699","Die Gesandten der Stadt Magdeburg bitten den Kaiser nach dem Erhalt des Beschwerdebriefes des Magdeburger Erzbischofs um Bedenkzeit, damit sich der Rat eingehend mit den vielfältigen Anschuldigungen befassen kann, Augsburg, 4. Juli 1559.","1559-07-04","1559-07-04","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:39:27","2025-06-18 07:30:56","02.01.01 Kaiser und Reich","Diplomatie","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, Rk Kleinere Reichsstände 341, fol. 125r-125v.",,,"Magdeburg (Stadt und Erzbistum)","Abschrift, Tinte auf Papier, Kanzleivermerke",,,,,"00421707.jpg;00421708.jpg;00421709.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503130638109.734858959766"
"2199","700","700","Bürgermeister, Rat und Innungsmeister der Stadt Magdeburg bestätigen dem Kaiser, die Aufforderung zur Zahlung der noch ausstehenden 25.000 Gulden erhalten zu haben, erklären aber, dieser Betrag sei mit den Ausgaben für das Kriegsvolk von Kurfürst Moritz verrechnet worden, was damals auch die kaiserlichen Kommissare akzeptiert hätten. Außerdem sei man aus verschiedenen Gründen nicht in der Lage, die Summe aufzubringen und bitte, erst auf dem nächsten Reichstag weiter zu verhandeln, Magdeburg, 22. April 1560.","1560-04-22","1560-04-22","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:39:27","2025-06-18 07:30:56","02.01.01 Kaiser und Reich","Diplomatie","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, Rk Kleinere Reichsstände 341, fol. 139r-142v.",,,"Magdeburg (Stadt und Erzbistum)","Ausfertigung, Tinte auf Papier, Kanzleivermerke, Siegelabdruck auf der Rückseite, beschädigt",,,,,"00421710.jpg;00421711.jpg;00421712.jpg;00421713.jpg;00421714.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503100623445.689936574923"
"2200","701","701","Die Gesandten der Stadt Magdeburg bittet den Kaiser, der Stadt eine Kopie des letzten Schreibens des Magdeburger Domkapitels zukommen zu lassen, um 1560.","1560-01-01","1560-12-31","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:39:27","2025-06-18 07:30:56","02.01.01 Kaiser und Reich","Diplomatie","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, Rk Kleinere Reichsstände 341, fol. 148r-148v.",,,"Magdeburg (Stadt und Erzbistum)","Original, Tinte auf Papier, Kanzleivermerke",,,,,"00421715.jpg;00421716.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503100624193.400601826848"
"2201","702","702","Kaiser Ferdinand II. hat mit Befremdung erfahren, dass Magdeburg Markgraf Christian Wilhelm von Brandenburg, Administrator von Magdeburg, aufgenommen hat, dem er verschiedene Vergehen vorwirft. Er fordert die Stadt auf, jegliche Verbindung mit diesem zu unterlassen, Regensburg, 24. September 1630.","1630-09-24","1630-09-24","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:39:27","2025-06-18 07:30:56","02.01.01 Kaiser und Reich","Dreißigjähriger Krieg","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, Rk Kleinere Reichsstände 341, fol. 316r-317v.",,,"Magdeburg (Stadt und Erzbistum)","Konzept mit vielen Streichungen und Änderungen, Tinte auf Papier",,,,,"00421723.jpg;00421724.jpg;00421725.jpg;702_00421725.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503100624420.421307192720"
"2202","703","703","Kaiser Ferdinand II. stellt fest, dass Magdeburg Markgraf Christian Wilhelm von Brandenburg, Administrator von Magdeburg, aufgenommen habe, der sich auf einen Kampf mit dem Kaiser vorbereite. Er verlangt, dass Magdeburg dem Kaiser dieTreue hält, nach 24. September 1630.","1630-09-24","1630-09-24","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:39:27","2025-06-18 07:30:56","02.01.01 Kaiser und Reich","Dreißigjähriger Krieg","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, Rk Kleinere Reichsstände 341, fol. 318r-319v.",,,"Magdeburg (Stadt und Erzbistum)","Konzept mit vielen Streichungen und Änderungen, Tinte auf Papier, unvollständig",,,,,"00421725.jpg;703_00421725.jpg;00421726.jpg;00421727.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503100625028.853440183365"
"2203","704","704","Anna Sulz, Witwe des Antonius Boyde, klagt dem Kaiser, dass ihr Neffe Thomas Sülze ihr den Besitz des Hauses ""Zum Goldenen Helm"" am Breiten Weg [Nr. 159] bestreite. Sie bittet um ein Mandat, dass ihre Ansprüche schützt, damit sie das Haus versteigern lassen kann, Magdeburg, 21. Juni 1626.","1626-06-21","1626-06-21","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte. Vgl. Häuserbuch der Stadt Magdeburg 1631-1720, bearb. von Ernst Neubauer, Magdeburg 1931, Bd. 1, S. 79f.",,,,,,,,,"2025-06-18 07:41:20","2025-06-18 07:30:56","06.06 Familie Sülze","Geldangelegenheiten (privat)","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, RHR Judicialia miscellanea 83-62, unfol.",,,"Sulz, Anna, gegen Magdeburg Stadt, Mandat sine clausula wegen ihres Hauses zum goldenen Löwen (sic!)","Ausfertigung, Tinte auf Papier, Kanzleivermerke","Nr._705-707",,,,"00420484.jpg;00420485.jpg;00420486.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503100625295.702500283058"
"2204","705","705","Bürgermeister, Rat und Innungsmeister der Stadt Magdeburg teilen mit, dass sie Thomas Sülze, nachdem dieser auf mehrmaliges Ersuchen nicht reagiert hat, eine Vorladung zukommen lassen haben zur Klärung der Ansprüche von Anna Sulz auf das Haus ""Zum Goldenen Helm"", Magdeburg, 9. November 1626.","1626-11-09","1626-11-09","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:41:42","2025-06-18 07:30:56","06.06 Familie Sülze","Geldangelegenheiten (privat)","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, RHR Judicialia miscellanea 83-62, unfol.",,,"Sulz, Anna, gegen Magdeburg Stadt, Mandat sine clausula wegen ihres Hauses zum goldenen Löwen (sic!)","Abschrift, Tinte auf Papier, Kanzleivermerke",,,,,"00420487.jpg;00420488.jpg;705_00420488.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503100625518.180257533944"
"2205","706","706","Protokoll zur Übergabe des Hauses ""Zum Goldenen Helm"" an Anna Sulz, Witwe des Antonius Boyden, vertreten durch ihren Sohn August Boyden und Rechnung über bestehende Schulden und Gebühren, Magdeburg, 9. November 1626.","1626-12-20","1627-03-15","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:42:08","2025-06-18 07:30:56","06.06 Familie Sülze","Geldangelegenheiten (privat)","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, RHR Judicialia miscellanea 83-62, unfol.","Nachtrag: Bekanntmachung des bevorstehenden Verkaufs des Hauses ""Zum Goldenen Helm"" am Breiten Weg, Magdeburg, 15. März 1627.",,"Sulz, Anna, gegen Magdeburg Stadt, Mandat sine clausula wegen ihres Hauses zum goldenen Löwen (sic!)","Abschrift, Tinte auf Papier, unvollständig",,,,,"00420488.jpg;706_00420488.jpg;00420489.jpg;00420490.jpg;00420491.jpg;00420492.jpg;00420493.jpg;00420494.jpg;00420495.jpg;00420496.jpg;00420497.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503100626188.726028501488"
"2206","707","707","Zusammenfassung der Entwicklung um das Haus ""Zum Goldenen Helm"" und die Schulden der Anna Sulz, Witwe des Antonius Boyden, und Festlegungen zur Versteigerung des Hauses, Magdeburg, 18. Juni 1628.","1628-06-18","1628-06-18","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:42:24","2025-06-18 07:30:56","06.06 Familie Sülze","Geldangelegenheiten (privat)","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, RHR Judicialia miscellanea 83-62, unfol.",,,"Sulz, Anna, gegen Magdeburg Stadt, Mandat sine clausula wegen ihres Hauses zum goldenen Löwen (sic!)","Abschrift, Tinte auf Papier, ohne Aussteller",,,,,"00420498.jpg;00420499.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503100626450.875681578039"
"2207","708","708","Bürgermeister, Rat und Innungsmeister der Stadt Magdeburg antworten dem Kaiser auf den Befehl, Markgraf Christian Wilhelm von Brandenburg, Administrator von Magdeburg, der Stadt zu verweisen, und berichten, warum sie dem bisher nicht nachgekommen sind, zählen weiter auf, wie man die kaiserliche Armee unterstützt und dennoch Schaden erlitten hat und protestieren gegen Auflagen und Forderungen von kaiserlicher Seite, Magdeburg, 10. November 1630.","1630-11-10","1630-11-10","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:39:27","2025-06-18 07:30:56","02.01.01 Kaiser und Reich","Dreißigjähriger Krieg","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, Judicialia miscellanea 52-01, unfol.","Beilagen: Forderungen für einen Ausgleich.- Anordnungen der Stadt zum Schutz fremden Eigentums, 4. Aug. u. 2. Nov. 1630.- Befehle des Albrecht von Wallenstein, Herzog zu Mecklenburg, 10. Jan. 1630.- Kaiserlicher Erlass zur Rekatholisierung des Domkapitels",,"Magdeburg Erzstift, gegen Magdeburg Stadt, wegen Mandat wegen der Wahl eines Salzgrafen zu Hall","Ausfertigung, Tinte auf Papier, Siegelabdruck auf Rückseite",,,,,"00420401.jpg;00420402.jpg;00420403.jpg;00420404.jpg;00420405.jpg;00420406.jpg;00420407.jpg;00420408.jpg;00420409.jpg;00420410.jpg;00420411.jpg;00420412.jpg;00420413.jpg;00420414.jpg;00420415.jpg;00420416.jpg;00420417.jpg;00420418.jpg;00420419.jpg;00420420.jpg;00420421.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503100627044.697093362183"
"2208","709","709","Bürgermeister, Rat und Innungsmeister der Stadt Magdeburg bitten den Kaiser, den Administrator von Magdeburg oder das Domkapitel anzuweisen, das Hospital St. Augustini beim Erlangen seiner Rechte zu unterstützen, Magdeburg, 11. Juli 1569.","1569-07-11","1569-07-11","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:39:27","2025-06-18 07:30:56","02.01.01 Kaiser und Reich","Stadtverfassung","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, RHR Judicialia APA 113-14, fol. 359r-359v",,,"Sankt Augustin, Hospital in Magdeburg contra Dieskau, Hieronymus von, dessen Söhne und deren Vettern; Gesuch um Befehl an den Administrator bzw. das Domkapitel des Erzstifts Magdeburg, sich bei den Beklagten für die Zahlung von ausstehenden Gülten....","Abschrift, Tinte auf Papier",,,,,"00420835.jpg;00420836.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503100627268.661640930672"
"2209","710","710","Die Vorsteher das Hospitals St. Augustini erläutern Bürgermeister, Rat und Innungsmeister der Stadt Magdeburg die Zinszahlungen derer von Dieskau und bitten den Kaiser zu ersuchen, den Administrator von Magdeburg oder das Domkapitel anzuweisen, sich für die Zahlung der ausstehenden Zinsen einzusetzen, Magdeburg, 28. Mai 1569.","1569-05-28","1569-05-28","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:39:27","2025-06-18 07:30:56","02.01.01 Kaiser und Reich","Stadtverfassung","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, RHR Judicialia APA 113-14, fol. 360r-363v",,,"Sankt Augustin, Hospital in Magdeburg contra Dieskau, Hieronymus von, dessen Söhne und deren Vettern; Gesuch um Befehl an den Administrator bzw. das Domkapitel des Erzstifts Magdeburg, sich bei den Beklagten für die Zahlung von ausstehenden Gülten....","Ausfertigung, Tinte auf Papier, Siegelabdruck auf der Rückseite, Kanzleivermerk",,,,,"00420837.jpg;00420838.jpg;00420839.jpg;00420840.jpg;00420841.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503100627469.137780625427"
"2211","711","711","Kaiser Karl V. bestätigt der Stadt Magdeburg ihre Privilegien, Worms, 1. Juni 1545.","1545-06-01","1545-06-01","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:39:27","2025-06-18 07:30:56","02.01.01 Kaiser und Reich","Stadtverfassung","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, RHR Confirmationes privilegiorum deutsche Expedition 122-1-1, fol. 10r-13v",,,"Magdeburg, Stadt und Erzbischof, Confirmatio privilegiorum","Konzept, Tinte auf Papier, Kanzleivermerk",,,,,"00421183.jpg;00421184.jpg;711_00421184.jpg;00421186.jpg;00421187.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503100628052.122146328705"
"2212","712","712","Bürgermeister, Rat und Innungsmeister der Stadt Magdeburg bitten Kaiser Karl V. um die Bestätigung ihrer Privilegien, Magdeburg, vor 17. Juni 1545.","1545-06-17","1545-06-17","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:39:27","2025-06-18 07:30:56","02.01.01 Kaiser und Reich","Stadtverfassung","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, RHR Confirmationes privilegiorum deutsche Expedition 122-1-1, fol. 11r-12v",,,"Magdeburg, Stadt und Erzbischof, Confirmatio privilegiorum","Ausfertigung, Tinte auf Papier, Kanzleivermerk",,,,,"00421184.jpg;712_00421184.jpg;00421185.jpg;00421186.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503100628245.282476364674"
"2213","713","713","Kaiser Karl V. bestätigt den Städten Sudenburg und Neustadt ihre Privilegien und droht bei Verletzung der Rechte der Städte Strafe an, Brüssel, 3. März 1553.","1553-03-03","1553-03-03","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien",,,"Teil einer Sammelakte.",,,,,,,,,"2025-06-18 07:39:27","2025-06-18 07:30:56","07. Vorstädte","Stadtverfassung","Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv Wien, RHR Confirmationes privilegiorum deutsche Expedition 122-1-1, fol. 255r-282v [Foliierung falsch]",,,"Magdeburg, Stadt und Erzbischof, Confirmatio privilegiorum","Konzept, Tinte auf Papier, Kanzleivermerk",,,,,"00421199.jpg;00421200.jpg;00421201.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503100628423.041409353281"
